event_id,event_date,anchor_date,window_label,relative_day,market_date,sp500_return,expected_return,abnormal_return,event_group,event_type,description,event_regime,is_core_sample,is_pandemic_period,is_post_pandemic,include_in_primary_analysis,estimation_window_start,estimation_window_end,estimation_n_obs,estimation_sufficient_data
E04,2018-07-06,2018-07-06,m1_p1,-1,2018-07-05,0.008620803683929923,-0.00034697746802012206,0.008967781151950046,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m1_p1,0,2018-07-06,0.008481281595267509,-0.00034697746802012206,0.008828259063287632,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m1_p1,1,2018-07-09,0.008822985887663393,-0.00034697746802012206,0.009169963355683515,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,-3,2018-07-02,0.003067957412152822,-0.00034697746802012206,0.0034149348801729438,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,-2,2018-07-03,-0.00494735062681062,-0.00034697746802012206,-0.004600373158790499,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,-1,2018-07-05,0.008620803683929923,-0.00034697746802012206,0.008967781151950046,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,0,2018-07-06,0.008481281595267509,-0.00034697746802012206,0.008828259063287632,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,1,2018-07-09,0.008822985887663393,-0.00034697746802012206,0.009169963355683515,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,2,2018-07-10,0.003473267180873929,-0.00034697746802012206,0.003820244648894051,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m3_p3,3,2018-07-11,-0.007094202866256172,-0.00034697746802012206,-0.00674722539823605,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,-5,2018-06-28,0.00617868985946779,-0.00034697746802012206,0.0065256673274879115,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,-4,2018-06-29,0.0007584033300001014,-0.00034697746802012206,0.0011053807980202235,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,-3,2018-07-02,0.003067957412152822,-0.00034697746802012206,0.0034149348801729438,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,-2,2018-07-03,-0.00494735062681062,-0.00034697746802012206,-0.004600373158790499,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,-1,2018-07-05,0.008620803683929923,-0.00034697746802012206,0.008967781151950046,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,0,2018-07-06,0.008481281595267509,-0.00034697746802012206,0.008828259063287632,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,1,2018-07-09,0.008822985887663393,-0.00034697746802012206,0.009169963355683515,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,2,2018-07-10,0.003473267180873929,-0.00034697746802012206,0.003820244648894051,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,3,2018-07-11,-0.007094202866256172,-0.00034697746802012206,-0.00674722539823605,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,4,2018-07-12,0.008749042674663476,-0.00034697746802012206,0.009096020142683599,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E04,2018-07-06,2018-07-06,m5_p5,5,2018-07-13,0.0010792374947172778,-0.00034697746802012206,0.0014262149627373999,escalation,tariff_implementation,First tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-05-23,2018-06-27,25,True
E05,2018-07-11,2018-07-11,m1_p1,-1,2018-07-10,0.003473267180873929,9.850551767453198e-05,0.003374761663199397,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m1_p1,0,2018-07-11,-0.007094202866256172,9.850551767453198e-05,-0.007192708383930704,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m1_p1,1,2018-07-12,0.008749042674663476,9.850551767453198e-05,0.008650537156988944,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,-3,2018-07-06,0.008481281595267509,9.850551767453198e-05,0.008382776077592977,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,-2,2018-07-09,0.008822985887663393,9.850551767453198e-05,0.00872448036998886,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,-1,2018-07-10,0.003473267180873929,9.850551767453198e-05,0.003374761663199397,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,0,2018-07-11,-0.007094202866256172,9.850551767453198e-05,-0.007192708383930704,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,1,2018-07-12,0.008749042674663476,9.850551767453198e-05,0.008650537156988944,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,2,2018-07-13,0.0010792374947172778,9.850551767453198e-05,0.0009807319770427458,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m3_p3,3,2018-07-16,-0.001028135726814483,9.850551767453198e-05,-0.001126641244489015,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,-5,2018-07-03,-0.00494735062681062,9.850551767453198e-05,-0.005045856144485153,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,-4,2018-07-05,0.008620803683929923,9.850551767453198e-05,0.00852229816625539,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,-3,2018-07-06,0.008481281595267509,9.850551767453198e-05,0.008382776077592977,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,-2,2018-07-09,0.008822985887663393,9.850551767453198e-05,0.00872448036998886,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,-1,2018-07-10,0.003473267180873929,9.850551767453198e-05,0.003374761663199397,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,0,2018-07-11,-0.007094202866256172,9.850551767453198e-05,-0.007192708383930704,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,1,2018-07-12,0.008749042674663476,9.850551767453198e-05,0.008650537156988944,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,2,2018-07-13,0.0010792374947172778,9.850551767453198e-05,0.0009807319770427458,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,3,2018-07-16,-0.001028135726814483,9.850551767453198e-05,-0.001126641244489015,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,4,2018-07-17,0.00397369863071062,9.850551767453198e-05,0.003875193113036088,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E05,2018-07-11,2018-07-11,m5_p5,5,2018-07-18,0.0021605126279586884,9.850551767453198e-05,0.002062007110284156,escalation,tariff_announcement,USTR proposes tariffs on an additional 200 billion dollars of Chinese goods,core,True,False,False,True,2018-05-29,2018-07-02,25,True
E06,2018-08-23,2018-08-23,m1_p1,-1,2018-08-22,-0.0003981517707819515,0.0006458150303083121,-0.0010439668010902635,escalation,tariff_implementation,Second tranche of bilateral tariffs enters into force,core,True,False,False,True,2018-07-12,2018-08-15,25,True
