sample_label,sample_definition,window_label,mean_formal_car_sp500,median_formal_car_sp500,std_formal_car_sp500,mean_volatility_sp500,positive_share,negative_share,neutral_share,n_events,neutral_threshold
core,Amostra principal com 17 eventos ate 2020-02-14.,m1_p1,-0.003786941629512718,0.0021719807175011,0.01905871720517433,0.006762658748696447,0.35294117647058826,0.47058823529411764,0.17647058823529413,17,0.005
core,Amostra principal com 17 eventos ate 2020-02-14.,m3_p3,-0.0026527344115345056,0.011023698164197,0.03960436924213786,0.007308334115698218,0.5882352941176471,0.29411764705882354,0.11764705882352941,17,0.005
core,Amostra principal com 17 eventos ate 2020-02-14.,m5_p5,0.00354872916952573,0.0136262209449623,0.035670226464837494,0.008646996748651553,0.5882352941176471,0.35294117647058826,0.058823529411764705,17,0.005
