sample_label,window_label,n_events,mean_formal_car_sp500,median_formal_car_sp500,mean_volatility_sp500,median_volatility_sp500,positive_share,negative_share,neutral_share,neutral_threshold
core_sample,m1_p1,17,-0.003786941629512765,0.0021719807175010564,0.006762658748696527,0.005021535199331952,0.35294117647058826,0.47058823529411764,0.17647058823529413,0.005
core_sample,m3_p3,17,-0.0026527344115345234,0.01102369816419697,0.007308334115698298,0.006037671152158132,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.005
core_sample,m5_p5,17,0.0035487291695257953,0.01362622094496239,0.008646996748651633,0.006399615191260054,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.005
full_market_covered_sample,m1_p1,24,-0.002343004081277812,-0.0006212381694576813,0.006701644086304467,0.004787379169060113,0.3333333333333333,0.375,0.2916666666666667,0.005
full_market_covered_sample,m3_p3,24,-0.001643600192147917,0.0048262485038498395,0.006961654409855706,0.0059601188802477275,0.5,0.2916666666666667,0.20833333333333334,0.005
full_market_covered_sample,m5_p5,24,0.0010798147647165534,0.010630000944407065,0.008294487803211896,0.006259160946792694,0.5416666666666666,0.375,0.08333333333333333,0.005
