date,sp500,nasdaq,shanghai,vix
2017-05-03,2388.1298828125,6072.5498046875,3135.345947265625,10.680000305175781
2017-05-04,2389.52001953125,6075.33984375,3127.368896484375,10.460000038146973
2017-05-05,2399.2900390625,6100.759765625,3103.0380859375,10.569999694824219
2017-05-08,2399.3798828125,6102.66015625,3078.613037109375,9.770000457763672
2017-05-09,2396.919921875,6120.58984375,3080.527099609375,9.960000038146973
2017-05-10,2399.6298828125,6129.14013671875,3052.784912109375,10.210000038146973
2017-05-11,2394.43994140625,6115.9599609375,3061.5,10.600000381469727
2017-05-12,2390.89990234375,6121.22998046875,3083.512939453125,10.399999618530273
2017-05-15,2402.320068359375,6149.669921875,3090.22900390625,10.420000076293945
2017-05-16,2400.669921875,6169.8701171875,3112.964111328125,10.649999618530273
2017-05-17,2357.030029296875,6011.240234375,3104.44189453125,15.59000015258789
2017-05-18,2365.719970703125,6055.1298828125,3090.138916015625,14.65999984741211
2017-05-19,2381.72998046875,6083.7001953125,3090.631103515625,12.039999961853027
2017-05-22,2394.02001953125,6133.6201171875,3075.676025390625,10.930000305175781
2017-05-23,2398.419921875,6138.7099609375,3061.947021484375,10.720000267028809
2017-05-24,2404.389892578125,6163.02001953125,3064.075927734375,10.020000457763672
2017-05-25,2415.070068359375,6205.259765625,3107.8310546875,9.989999771118164
2017-05-26,2415.820068359375,6210.18994140625,3110.05908203125,9.8100004196167
2017-05-30,2412.909912109375,6203.18994140625,,10.380000114440918
2017-05-31,2411.800048828125,6198.52001953125,3117.177978515625,10.40999984741211
2017-06-01,2430.06005859375,6246.830078125,3102.623046875,9.890000343322754
2017-06-02,2439.070068359375,6305.7998046875,3105.5400390625,9.75
2017-06-05,2436.10009765625,6295.68017578125,3091.656005859375,10.069999694824219
2017-06-06,2429.330078125,6275.06005859375,3102.1259765625,10.449999809265137
2017-06-07,2433.139892578125,6297.3798828125,3140.324951171875,10.390000343322754
2017-06-08,2433.7900390625,6321.759765625,3150.333984375,10.15999984741211
2017-06-09,2431.77001953125,6207.919921875,3158.39990234375,10.699999809265137
2017-06-12,2429.389892578125,6175.4599609375,3139.876953125,11.460000038146973
2017-06-13,2440.35009765625,6220.3701171875,3153.742919921875,10.420000076293945
2017-06-14,2437.919921875,6194.89013671875,3130.674072265625,10.640000343322754
2017-06-15,2432.4599609375,6165.5,3132.486083984375,10.899999618530273
2017-06-16,2433.14990234375,6151.759765625,3123.166015625,10.380000114440918
2017-06-19,2453.4599609375,6239.009765625,3144.3740234375,10.369999885559082
2017-06-20,2437.030029296875,6188.02978515625,3140.013916015625,10.859999656677246
2017-06-21,2435.610107421875,6233.9501953125,3156.2119140625,10.75
2017-06-22,2434.5,6236.68994140625,3147.452880859375,10.479999542236328
2017-06-23,2438.300048828125,6265.25,3157.873046875,10.020000457763672
2017-06-26,2439.070068359375,6247.14990234375,3185.444091796875,9.899999618530273
2017-06-27,2419.3798828125,6146.6201171875,3191.197021484375,11.0600004196167
2017-06-28,2440.68994140625,6234.41015625,3173.200927734375,10.029999732971191
2017-06-29,2419.699951171875,6144.35009765625,3188.06298828125,11.4399995803833
2017-06-30,2423.409912109375,6140.419921875,3192.427001953125,11.180000305175781
2017-07-03,2429.010009765625,6110.06005859375,3195.912109375,11.220000267028809
2017-07-04,,,3182.803955078125,
2017-07-05,2432.5400390625,6150.85986328125,3207.134033203125,11.069999694824219
2017-07-06,2409.75,6089.4599609375,3212.444091796875,12.539999961853027
2017-07-07,2425.179931640625,6153.080078125,3217.95703125,11.1899995803833
2017-07-10,2427.429931640625,6176.39013671875,3212.632080078125,11.109999656677246
2017-07-11,2425.530029296875,6193.2998046875,3203.0380859375,10.890000343322754
2017-07-12,2443.25,6261.169921875,3197.5439453125,10.300000190734863
2017-07-13,2447.830078125,6274.43994140625,3218.1630859375,9.899999618530273
2017-07-14,2459.27001953125,6312.47021484375,3222.4169921875,9.510000228881836
2017-07-17,2459.139892578125,6314.43017578125,3176.465087890625,9.819999694824219
2017-07-18,2460.610107421875,6344.31005859375,3187.56689453125,9.890000343322754
2017-07-19,2473.830078125,6385.0400390625,3230.97607421875,9.789999961853027
2017-07-20,2473.449951171875,6390.0,3244.864990234375,9.579999923706055
2017-07-21,2472.5400390625,6387.75,3237.98193359375,9.359999656677246
2017-07-24,2469.909912109375,6410.81005859375,3250.59912109375,9.430000305175781
2017-07-25,2477.1298828125,6412.169921875,3243.68896484375,9.430000305175781
2017-07-26,2477.830078125,6422.75,3247.675048828125,9.600000381469727
2017-07-27,2475.419921875,6382.18994140625,3249.781005859375,10.109999656677246
2017-07-28,2472.10009765625,6374.68017578125,3253.239990234375,10.289999961853027
2017-07-31,2470.300048828125,6348.1201171875,3273.028076171875,10.260000228881836
2017-08-01,2476.35009765625,6362.93994140625,3292.637939453125,10.09000015258789
2017-08-02,2477.570068359375,6362.64990234375,3285.056884765625,10.279999732971191
2017-08-03,2472.159912109375,6340.33984375,3272.928955078125,10.4399995803833
2017-08-04,2476.830078125,6351.56005859375,3262.0810546875,10.029999732971191
2017-08-07,2480.909912109375,6383.77001953125,3279.45703125,9.930000305175781
2017-08-08,2474.919921875,6370.4599609375,3281.873046875,10.960000038146973
2017-08-09,2474.02001953125,6352.330078125,3275.572998046875,11.109999656677246
2017-08-10,2438.2099609375,6216.8701171875,3261.7490234375,16.040000915527344
2017-08-11,2441.320068359375,6256.56005859375,3208.541015625,15.510000228881836
2017-08-14,2465.840087890625,6340.22998046875,3237.360107421875,12.329999923706055
2017-08-15,2464.610107421875,6333.009765625,3251.261962890625,12.039999961853027
2017-08-16,2468.110107421875,6345.10986328125,3246.450927734375,11.739999771118164
2017-08-17,2430.010009765625,6221.91015625,3268.429931640625,15.550000190734863
2017-08-18,2425.550048828125,6216.52978515625,3268.72412109375,14.260000228881836
2017-08-21,2428.3701171875,6213.1298828125,3286.906005859375,13.1899995803833
2017-08-22,2452.510009765625,6297.47998046875,3290.22607421875,11.350000381469727
2017-08-23,2444.0400390625,6278.41015625,3287.705078125,12.25
2017-08-24,2438.969970703125,6271.330078125,3271.511962890625,12.229999542236328
2017-08-25,2443.050048828125,6265.64013671875,3331.52197265625,11.279999732971191
2017-08-28,2444.239990234375,6283.02001953125,3362.65087890625,11.319999694824219
2017-08-29,2446.300048828125,6301.89013671875,3365.22607421875,11.699999809265137
2017-08-30,2457.590087890625,6368.31005859375,3363.626953125,11.220000267028809
2017-08-31,2471.64990234375,6428.66015625,3360.81005859375,10.59000015258789
2017-09-01,2476.550048828125,6435.330078125,3367.118896484375,10.130000114440918
2017-09-04,,,3379.8359375,
2017-09-05,2457.85009765625,6375.56982421875,3384.31689453125,12.229999542236328
2017-09-06,2465.5400390625,6393.31005859375,3385.388916015625,11.630000114440918
2017-09-07,2465.10009765625,6397.8701171875,3365.4970703125,11.550000190734863
2017-09-08,2461.429931640625,6360.18994140625,3365.242919921875,12.119999885559082
2017-09-11,2488.110107421875,6432.259765625,3376.4189453125,10.729999542236328
2017-09-12,2496.47998046875,6454.27978515625,3379.488037109375,10.579999923706055
2017-09-13,2498.3701171875,6460.18994140625,3384.14697265625,10.5
2017-09-14,2495.6201171875,6429.080078125,3371.426025390625,10.4399995803833
2017-09-15,2500.22998046875,6448.47021484375,3353.618896484375,10.170000076293945
2017-09-18,2503.8701171875,6454.64013671875,3362.85888671875,10.149999618530273
2017-09-19,2506.64990234375,6461.31982421875,3356.844970703125,10.180000305175781
2017-09-20,2508.239990234375,6456.0400390625,3365.99609375,9.779999732971191
2017-09-21,2500.60009765625,6422.68994140625,3357.81201171875,9.670000076293945
2017-09-22,2502.219970703125,6426.919921875,3352.529052734375,9.59000015258789
2017-09-25,2496.659912109375,6370.58984375,3341.549072265625,10.210000038146973
2017-09-26,2496.840087890625,6380.16015625,3343.5830078125,10.170000076293945
2017-09-27,2507.0400390625,6453.259765625,3345.27197265625,9.869999885559082
2017-09-28,2510.06005859375,6453.4501953125,3339.64208984375,9.550000190734863
2017-09-29,2519.360107421875,6495.9599609375,3348.943115234375,9.510000228881836
2017-10-02,2529.1201171875,6516.72021484375,,9.449999809265137
2017-10-03,2534.580078125,6531.7099609375,,9.510000228881836
2017-10-04,2537.739990234375,6534.6298828125,,9.630000114440918
2017-10-05,2552.070068359375,6585.35986328125,,9.1899995803833
2017-10-06,2549.330078125,6590.18017578125,,9.649999618530273
2017-10-09,2544.72998046875,6579.72998046875,3374.3779296875,10.329999923706055
2017-10-10,2550.639892578125,6587.25,3382.988037109375,10.079999923706055
2017-10-11,2555.239990234375,6603.5498046875,3388.283935546875,9.850000381469727
2017-10-12,2550.929931640625,6591.509765625,3386.10009765625,9.90999984741211
2017-10-13,2553.169921875,6605.7998046875,3390.52294921875,9.609999656677246
2017-10-16,2557.639892578125,6624.0,3378.469970703125,9.90999984741211
2017-10-17,2559.360107421875,6623.66015625,3372.041015625,10.3100004196167
2017-10-18,2561.260009765625,6624.22021484375,3381.7939453125,10.069999694824219
2017-10-19,2562.10009765625,6605.06982421875,3370.172119140625,10.050000190734863
2017-10-20,2575.2099609375,6629.0498046875,3378.64794921875,9.970000267028809
2017-10-23,2564.97998046875,6586.830078125,3380.698974609375,11.069999694824219
2017-10-24,2569.1298828125,6598.43017578125,3388.248046875,11.15999984741211
2017-10-25,2557.14990234375,6563.89013671875,3396.89794921875,11.229999542236328
2017-10-26,2560.39990234375,6556.77001953125,3407.56689453125,11.300000190734863
2017-10-27,2581.070068359375,6701.259765625,3416.81201171875,9.800000190734863
2017-10-30,2572.830078125,6698.9599609375,3390.3369140625,10.5
2017-10-31,2575.260009765625,6727.669921875,3393.342041015625,10.180000305175781
2017-11-01,2579.360107421875,6716.52978515625,3395.9130859375,10.199999809265137
2017-11-02,2579.85009765625,6714.93994140625,3383.31005859375,9.930000305175781
2017-11-03,2587.840087890625,6764.43994140625,3371.743896484375,9.140000343322754
2017-11-06,2591.1298828125,6786.43994140625,3388.174072265625,9.399999618530273
2017-11-07,2590.639892578125,6767.77978515625,3413.574951171875,9.890000343322754
2017-11-08,2594.3798828125,6789.1201171875,3415.4599609375,9.779999732971191
2017-11-09,2584.6201171875,6750.0498046875,3427.794921875,10.5
2017-11-10,2582.300048828125,6750.93994140625,3432.673095703125,11.289999961853027
2017-11-13,2584.840087890625,6757.60009765625,3447.8359375,11.5
2017-11-14,2578.8701171875,6737.8701171875,3429.548095703125,11.59000015258789
2017-11-15,2564.6201171875,6706.2099609375,3402.52490234375,13.130000114440918
2017-11-16,2585.639892578125,6793.2900390625,3399.25,11.760000228881836
2017-11-17,2578.85009765625,6782.7900390625,3382.907958984375,11.430000305175781
2017-11-20,2582.139892578125,6790.7099609375,3392.39892578125,10.649999618530273
2017-11-21,2599.030029296875,6862.47998046875,3410.498046875,9.729999542236328
2017-11-22,2597.080078125,6867.35986328125,3430.464111328125,9.880000114440918
2017-11-23,,,3352.989013671875,
2017-11-24,2602.419921875,6889.16015625,3353.821044921875,9.670000076293945
2017-11-27,2601.419921875,6878.52001953125,3322.22998046875,9.869999885559082
2017-11-28,2627.0400390625,6912.35986328125,3333.656982421875,10.029999732971191
2017-11-29,2626.070068359375,6824.39013671875,3337.862060546875,10.699999809265137
2017-11-30,2647.580078125,6873.97021484375,3317.18798828125,11.279999732971191
2017-12-01,2642.219970703125,6847.58984375,3317.616943359375,11.430000305175781
2017-12-04,2639.43994140625,6775.3701171875,3309.617919921875,11.680000305175781
2017-12-05,2629.570068359375,6762.2099609375,3303.675048828125,11.329999923706055
2017-12-06,2629.27001953125,6776.3798828125,3293.965087890625,11.020000457763672
2017-12-07,2636.97998046875,6812.83984375,3272.053955078125,10.15999984741211
2017-12-08,2651.5,6840.080078125,3289.991943359375,9.579999923706055
2017-12-11,2659.989990234375,6875.080078125,3322.196044921875,9.34000015258789
2017-12-12,2664.110107421875,6862.31982421875,3280.81396484375,9.920000076293945
2017-12-13,2662.85009765625,6875.7998046875,3303.037109375,10.180000305175781
2017-12-14,2652.010009765625,6856.52978515625,3292.43896484375,10.489999771118164
2017-12-15,2675.81005859375,6936.580078125,3266.136962890625,9.420000076293945
2017-12-18,2690.159912109375,6994.759765625,3267.922119140625,9.529999732971191
2017-12-19,2681.469970703125,6963.85009765625,3296.5380859375,10.029999732971191
2017-12-20,2679.25,6960.9599609375,3287.60595703125,9.720000267028809
2017-12-21,2684.570068359375,6965.35986328125,3300.05908203125,9.619999885559082
2017-12-22,2683.340087890625,6959.9599609375,3297.06298828125,9.899999618530273
2017-12-25,,,3280.839111328125,
2017-12-26,2680.5,6936.25,3306.125,10.25
2017-12-27,2682.6201171875,6939.33984375,3275.782958984375,10.470000267028809
2017-12-28,2687.5400390625,6950.16015625,3296.385009765625,10.180000305175781
2017-12-29,2673.610107421875,6903.39013671875,3307.172119140625,11.039999961853027
2018-01-02,2695.81005859375,7006.89990234375,3348.325927734375,9.770000457763672
2018-01-03,2713.06005859375,7065.52978515625,3369.10791015625,9.149999618530273
2018-01-04,2723.989990234375,7077.91015625,3385.7099609375,9.220000267028809
2018-01-05,2743.14990234375,7136.56005859375,3391.75,9.220000267028809
2018-01-08,2747.7099609375,7157.39013671875,3409.47998046875,9.520000457763672
2018-01-09,2751.2900390625,7163.580078125,3413.89990234375,10.079999923706055
2018-01-10,2748.22998046875,7153.56982421875,3421.833984375,9.819999694824219
2018-01-11,2767.56005859375,7211.77978515625,3425.344970703125,9.880000114440918
2018-01-12,2786.239990234375,7261.06005859375,3428.94091796875,10.15999984741211
2018-01-15,,,3410.488037109375,
2018-01-16,2776.419921875,7223.68994140625,3436.593994140625,11.65999984741211
2018-01-17,2802.56005859375,7298.27978515625,3444.6708984375,11.90999984741211
2018-01-18,2798.030029296875,7296.0498046875,3474.75390625,12.220000267028809
2018-01-19,2810.300048828125,7336.3798828125,3487.864013671875,11.270000457763672
2018-01-22,2832.969970703125,7408.02978515625,3501.362060546875,11.029999732971191
2018-01-23,2839.1298828125,7460.2900390625,3546.5048828125,11.100000381469727
2018-01-24,2837.5400390625,7415.06005859375,3559.465087890625,11.470000267028809
2018-01-25,2839.25,7411.16015625,3548.306884765625,11.579999923706055
2018-01-26,2872.8701171875,7505.77001953125,3558.12890625,11.079999923706055
2018-01-29,2853.530029296875,7466.509765625,3523.0009765625,13.84000015258789
2018-01-30,2822.429931640625,7402.47998046875,3488.009033203125,14.789999961853027
2018-01-31,2823.81005859375,7411.47998046875,3480.8330078125,13.539999961853027
2018-02-01,2821.97998046875,7385.85986328125,3446.97998046875,13.470000267028809
2018-02-02,2762.1298828125,7240.9501953125,3462.0810546875,17.309999465942383
2018-02-05,2648.93994140625,6967.52978515625,3487.4970703125,37.31999969482422
2018-02-06,2695.139892578125,7115.8798828125,3370.652099609375,29.979999542236328
2018-02-07,2681.659912109375,7051.97998046875,3309.260009765625,27.729999542236328
2018-02-08,2581.0,6777.16015625,3262.050048828125,33.459999084472656
2018-02-09,2619.550048828125,6874.490234375,3129.85107421875,29.059999465942383
2018-02-12,2656.0,6981.9599609375,3154.125,25.610000610351562
2018-02-13,2662.93994140625,7013.509765625,3184.958984375,24.969999313354492
2018-02-14,2698.6298828125,7143.6201171875,3199.158935546875,19.260000228881836
2018-02-15,2731.199951171875,7256.43017578125,,19.1299991607666
2018-02-16,2732.219970703125,7239.47021484375,,19.459999084472656
2018-02-20,2716.260009765625,7234.31005859375,,20.600000381469727
2018-02-21,2701.330078125,7218.22998046875,,20.020000457763672
2018-02-22,2703.9599609375,7210.08984375,3268.55908203125,18.719999313354492
2018-02-23,2747.300048828125,7337.39013671875,3289.02392578125,16.489999771118164
2018-02-26,2779.60009765625,7421.4599609375,3329.573974609375,15.800000190734863
2018-02-27,2744.280029296875,7330.35009765625,3292.068115234375,18.59000015258789
2018-02-28,2713.830078125,7273.009765625,3259.407958984375,19.850000381469727
2018-03-01,2677.669921875,7180.56005859375,3273.7548828125,22.469999313354492
2018-03-02,2691.25,7257.8701171875,3254.528076171875,19.59000015258789
2018-03-05,2720.93994140625,7330.7099609375,3256.926025390625,18.729999542236328
2018-03-06,2728.1201171875,7372.009765625,3289.64208984375,18.360000610351562
2018-03-07,2726.800048828125,7396.64990234375,3271.66796875,17.760000228881836
2018-03-08,2738.969970703125,7427.9501953125,3288.406005859375,16.540000915527344
2018-03-09,2786.570068359375,7560.81005859375,3307.166015625,14.640000343322754
2018-03-12,2783.02001953125,7588.31982421875,3326.698974609375,15.779999732971191
2018-03-13,2765.31005859375,7511.009765625,3310.239013671875,16.350000381469727
2018-03-14,2749.47998046875,7496.81005859375,3291.382080078125,17.229999542236328
2018-03-15,2747.330078125,7481.740234375,3291.112060546875,16.59000015258789
2018-03-16,2752.010009765625,7481.990234375,3269.882080078125,15.800000190734863
2018-03-19,2712.919921875,7344.240234375,3279.251953125,19.020000457763672
2018-03-20,2716.93994140625,7364.2998046875,3290.639892578125,18.200000762939453
2018-03-21,2711.929931640625,7345.2900390625,3280.951904296875,17.860000610351562
2018-03-22,2643.68994140625,7166.68017578125,3263.47998046875,23.34000015258789
2018-03-23,2588.260009765625,6992.669921875,3152.760986328125,24.8700008392334
2018-03-26,2658.550048828125,7220.5400390625,3133.721923828125,21.030000686645508
2018-03-27,2612.6201171875,7008.81005859375,3166.64892578125,22.5
2018-03-28,2605.0,6949.22998046875,3122.2900390625,22.8700008392334
2018-03-29,2640.8701171875,7063.4501953125,3160.531005859375,19.969999313354492
2018-03-30,,,3168.89697265625,
2018-04-02,2581.8798828125,6870.1201171875,3163.178955078125,23.6200008392334
2018-04-03,2614.449951171875,6941.27978515625,3136.633056640625,21.100000381469727
2018-04-04,2644.68994140625,7042.10986328125,3131.111083984375,20.059999465942383
2018-04-05,2662.840087890625,7076.5498046875,,18.940000534057617
2018-04-06,2604.469970703125,6915.10986328125,,21.489999771118164
2018-04-09,2613.159912109375,6950.33984375,3138.2939453125,21.770000457763672
2018-04-10,2656.8701171875,7094.2998046875,3190.322021484375,20.469999313354492
2018-04-11,2642.18994140625,7069.02978515625,3208.08203125,20.239999771118164
2018-04-12,2663.989990234375,7140.25,3180.157958984375,18.489999771118164
2018-04-13,2656.300048828125,7106.64990234375,3159.052001953125,17.40999984741211
2018-04-16,2677.840087890625,7156.27978515625,3110.64892578125,16.559999465942383
2018-04-17,2706.389892578125,7281.10009765625,3066.797119140625,15.25
2018-04-18,2708.639892578125,7295.240234375,3091.39892578125,15.600000381469727
2018-04-19,2693.1298828125,7238.06005859375,3117.3759765625,15.960000038146973
2018-04-20,2670.139892578125,7146.1298828125,3071.54296875,16.8799991607666
2018-04-23,2670.2900390625,7128.60009765625,3068.011962890625,16.34000015258789
2018-04-24,2634.56005859375,7007.35009765625,3128.927001953125,18.020000457763672
2018-04-25,2639.39990234375,7003.740234375,3117.97412109375,17.84000015258789
2018-04-26,2666.93994140625,7118.68017578125,3075.030029296875,16.239999771118164
2018-04-27,2669.909912109375,7119.7998046875,3082.23193359375,15.40999984741211
2018-04-30,2648.050048828125,7066.27001953125,,15.930000305175781
2018-05-01,2654.800048828125,7130.7001953125,,15.489999771118164
2018-05-02,2635.669921875,7100.89990234375,3081.177001953125,15.970000267028809
2018-05-03,2629.72998046875,7088.14990234375,3100.85888671875,15.899999618530273
2018-05-04,2663.419921875,7209.6201171875,3091.032958984375,14.770000457763672
2018-05-07,2672.6298828125,7265.2099609375,3136.64501953125,14.75
2018-05-08,2671.919921875,7266.89990234375,3161.498046875,14.710000038146973
2018-05-09,2697.7900390625,7339.91015625,3159.14990234375,13.420000076293945
2018-05-10,2723.070068359375,7404.97021484375,3174.4130859375,13.229999542236328
2018-05-11,2727.719970703125,7402.8798828125,3163.262939453125,12.649999618530273
2018-05-14,2730.1298828125,7411.31982421875,3174.031982421875,12.930000305175781
2018-05-15,2711.449951171875,7351.6298828125,3192.117919921875,14.630000114440918
2018-05-16,2722.4599609375,7398.2998046875,3169.56494140625,13.420000076293945
2018-05-17,2720.1298828125,7382.47021484375,3154.282958984375,13.430000305175781
2018-05-18,2712.969970703125,7354.33984375,3193.302978515625,13.420000076293945
2018-05-21,2733.010009765625,7394.0400390625,3213.840087890625,13.079999923706055
2018-05-22,2724.43994140625,7378.4599609375,3214.35009765625,13.220000267028809
2018-05-23,2733.2900390625,7425.9599609375,3168.964111328125,12.579999923706055
2018-05-24,2727.760009765625,7424.43017578125,3154.65087890625,12.529999732971191
2018-05-25,2721.330078125,7433.85009765625,3141.302978515625,13.220000267028809
2018-05-28,,,3135.08203125,
2018-05-29,2689.860107421875,7396.58984375,3120.4609375,17.020000457763672
2018-05-30,2724.010009765625,7462.4501953125,3041.443115234375,14.9399995803833
2018-05-31,2705.27001953125,7442.1201171875,3095.47412109375,15.430000305175781
2018-06-01,2734.6201171875,7554.330078125,3075.136962890625,13.460000038146973
2018-06-04,2746.8701171875,7606.4599609375,3091.19091796875,12.739999771118164
2018-06-05,2748.800048828125,7637.85986328125,3114.2060546875,12.399999618530273
2018-06-06,2772.35009765625,7689.240234375,3115.179931640625,11.640000343322754
2018-06-07,2770.3701171875,7635.06982421875,3109.4990234375,12.130000114440918
2018-06-08,2779.030029296875,7645.509765625,3067.14794921875,12.180000305175781
2018-06-11,2782.0,7659.93017578125,3052.782958984375,12.350000381469727
2018-06-12,2786.85009765625,7703.7900390625,3079.802001953125,12.34000015258789
2018-06-13,2775.6298828125,7695.7001953125,3049.797119140625,12.9399995803833
