event_group,mean_formal_car_m1_p1,mean_formal_car_m3_p3,mean_formal_car_m5_p5,mean_formal_car_diff_m3_minus_m1,mean_formal_car_diff_m5_minus_m3,mean_formal_car_diff_m5_minus_m1
escalation,-0.0028655861175862,0.0067521042937752,0.0108404942772834,0.0096176904113614,0.004088389983508201,0.013706080394869601
relief,-0.0054760934013779,-0.0198949387046023,-0.0098195068613633,-0.0144188453032244,0.010075431843239,-0.0043434134599854
