analysis_scope,estimation_config,estimation_start_offset,estimation_end_offset,required_obs,window_label,n_events,sufficient_events,mean_formal_car_sp500,median_formal_car_sp500,std_formal_car_sp500,baseline_mean_formal_car_sp500,abs_diff_vs_baseline,relative_change_pct_vs_baseline
core,alt_m20_m6,-20,-6,15,m1_p1,17,17,-0.0020552888925566117,0.003654255491555536,0.01960987792777593,-0.003786941629512765,0.0017316527369561534,45.726945550490335
core,alt_m20_m6,-20,-6,15,m3_p3,17,17,0.001387788641363164,0.013916541953495327,0.03996023618908923,-0.0026527344115345242,0.004040523052897689,152.31540086820723
core,alt_m20_m6,-20,-6,15,m5_p5,17,17,0.009898122538365023,0.02133006458711649,0.03782334189997312,0.0035487291695257945,0.006349393368839228,178.92020116282015
core,alt_m40_m6,-40,-6,20,m1_p1,17,17,-0.003989951679241724,0.0008210341898506226,0.017932612176719643,-0.003786941629512765,-0.0002030100497289588,-5.360791625274627
core,alt_m40_m6,-40,-6,20,m3_p3,17,17,-0.0031264245275687626,0.007273745143882772,0.03788286390269644,-0.0026527344115345242,-0.00047369011603423834,-17.856673249103117
core,alt_m40_m6,-40,-6,20,m5_p5,17,17,0.002804358987186278,0.012962238304887148,0.032480203016769536,0.0035487291695257945,-0.0007443701823395166,-20.975683034132032
core,baseline_m30_m6,-30,-6,20,m1_p1,17,17,-0.003786941629512765,0.0021719807175010564,0.019058717205174408,-0.003786941629512765,0.0,0.0
core,baseline_m30_m6,-30,-6,20,m3_p3,17,17,-0.0026527344115345242,0.01102369816419697,0.03960436924213799,-0.0026527344115345242,0.0,0.0
core,baseline_m30_m6,-30,-6,20,m5_p5,17,17,0.0035487291695257945,0.01362622094496239,0.03567022646483766,0.0035487291695257945,0.0,0.0
