sample_label_core,sample_definition_core,window_label,mean_formal_car_sp500_core,median_formal_car_sp500_core,std_formal_car_sp500_core,mean_volatility_sp500_core,positive_share_core,negative_share_core,neutral_share_core,n_events_core,neutral_threshold_core,sample_label_expanded,sample_definition_expanded,mean_formal_car_sp500_expanded,median_formal_car_sp500_expanded,std_formal_car_sp500_expanded,mean_volatility_sp500_expanded,positive_share_expanded,negative_share_expanded,neutral_share_expanded,n_events_expanded,neutral_threshold_expanded,diff_mean_formal_car_sp500_expanded_minus_core,diff_mean_volatility_sp500_expanded_minus_core,diff_positive_share_expanded_minus_core,diff_negative_share_expanded_minus_core
core,Amostra principal com 17 eventos ate 2020-02-14.,m1_p1,-0.003786941629512718,0.0021719807175011,0.01905871720517433,0.006762658748696447,0.35294117647058826,0.47058823529411764,0.17647058823529413,17,0.005,expanded_market_covered,Amostra expandida com eventos do master que possuem cobertura de mercado ate 2020-12-31.,-0.0023430040812778123,-0.00062123816945765,0.016533786668356653,0.006701644086304417,0.3333333333333333,0.375,0.2916666666666667,24,0.005,0.0014439375482349056,-6.1014662392029975e-05,-0.019607843137254943,-0.09558823529411764
core,Amostra principal com 17 eventos ate 2020-02-14.,m3_p3,-0.0026527344115345056,0.011023698164197,0.03960436924213786,0.007308334115698218,0.5882352941176471,0.29411764705882354,0.11764705882352941,17,0.005,expanded_market_covered,Amostra expandida com eventos do master que possuem cobertura de mercado ate 2020-12-31.,-0.001643600192147921,0.0048262485038498,0.03357980216411478,0.006961654409855654,0.5,0.2916666666666667,0.20833333333333334,24,0.005,0.0010091342193865845,-0.000346679705842564,-0.08823529411764708,-0.002450980392156854
core,Amostra principal com 17 eventos ate 2020-02-14.,m5_p5,0.00354872916952573,0.0136262209449623,0.035670226464837494,0.008646996748651553,0.5882352941176471,0.35294117647058826,0.058823529411764705,17,0.005,expanded_market_covered,Amostra expandida com eventos do master que possuem cobertura de mercado ate 2020-12-31.,0.0010798147647165374,0.010630000944407001,0.03400542037934711,0.008294487803211854,0.5416666666666666,0.375,0.08333333333333333,24,0.005,-0.0024689144048091922,-0.0003525089454396984,-0.04656862745098045,0.022058823529411742
